Configuration;Timestamp;LocationProtocol;LocationHostname;LocationPathname;ResourceID;ResourceContentType;ResourceURL;ResourceHost;ResourcePath;ResourceRequested;ResourceCompleted;ResourceFailed
test;1438002405705;http;www.wtf.nl;"/";5;"text/html";"http://www.wtf.nl/";www.wtf.nl;"/";21;81;0
test;1438002405705;http;www.wtf.nl;"/";6;"text/css";"http://www.wtf.nl/static/CACHE/css/8fd6990c722a.css";www.wtf.nl;"/static/CACHE/css/8fd6990c722a.css";74;84;0
test;1438002405705;http;www.wtf.nl;"/";7;"text/javascript";"http://www.wtf.nl/static/CACHE/js/5309502130ec.js";www.wtf.nl;"/static/CACHE/js/5309502130ec.js";74;105;0
test;1438002405705;http;www.wtf.nl;"/";8;"text/javascript";"http://cts.snmmd.nl/service/js/wft-nl-wtf/home/";cts.snmmd.nl;"/service/js/wft-nl-wtf/home/";74;140;0
test;1438002405705;http;www.wtf.nl;"/";9;"text/javascript";"http://www.wtf.nl/static/CACHE/js/ac5232e3513b.js";www.wtf.nl;"/static/CACHE/js/ac5232e3513b.js";80;105;0
test;1438002405705;http;www.wtf.nl;"/";10;"text/javascript";"http://www.wtf.nl/static/CACHE/js/a059ef224a4b.js";www.wtf.nl;"/static/CACHE/js/a059ef224a4b.js";81;140;0
test;1438002405705;http;www.wtf.nl;"/";11;"text/javascript";"http://privacy.wtf.nl/script/consent.js";privacy.wtf.nl;"/script/consent.js";145;167;0
test;1438002405705;http;www.wtf.nl;"/";12;"text/javascript";"http://cts.snmmd.nl/lib/js/gt.js";cts.snmmd.nl;"/lib/js/gt.js";168;174;0
test;1438002405705;http;www.wtf.nl;"/";13;"text/html";"http://rc.bt.ilsemedia.nl/Get/ilsemedia/JS/GetRcmd.js?ord=57891166442";rc.bt.ilsemedia.nl;"/Get/ilsemedia/JS/GetRcmd.js";175;185;0
test;1438002405705;http;www.wtf.nl;"/";14;"text/javascript";"http://cdn.krxd.net/controltag?confid=HiXmoYMG";cdn.krxd.net;"/controltag";186;256;0
test;1438002405705;http;www.wtf.nl;"/";15;"text/javascript";"http://www.googletagservices.com/tag/js/gpt.js";www.googletagservices.com;"/tag/js/gpt.js";187;256;0
test;1438002405705;http;www.wtf.nl;"/";16;"application/javascript";"http://sat.sanoma.fi/js/sat.js";sat.sanoma.fi;"/js/sat.js";188;380;0
test;1438002405705;http;www.wtf.nl;"/";17;"text/javascript";"http://www.google-analytics.com/ga.js";www.google-analytics.com;"/ga.js";190;255;0
test;1438002405705;http;www.wtf.nl;"/";18;"application/x-javascript";"http://a.visualrevenue.com/vrs.js";a.visualrevenue.com;"/vrs.js";191;255;0
test;1438002405705;http;www.wtf.nl;"/";19;"image/svg+xml";"http://www.wtf.nl/static/img/branding/logo.svg";www.wtf.nl;"/static/img/branding/logo.svg";191;246;0
test;1438002405705;http;www.wtf.nl;"/";20;"image/jpeg";"http://bin.snmmd.nl/m/yodw75kpquus_sqr128.jpg";bin.snmmd.nl;"/m/yodw75kpquus_sqr128.jpg";196;256;0
test;1438002405705;http;www.wtf.nl;"/";21;"image/gif";"http://pubads.g.doubleclick.net/gampad/ad?iu=/4045/Blogads/102235004&sz=1x1&t=campaign%253D102235004_257490244&c=%25%25CACHEBUSTER%25%25";pubads.g.doubleclick.net;"/gampad/ad";221;386;0
test;1438002405705;http;www.wtf.nl;"/";22;"application/x-javascript";"http://connect.facebook.net/en_US/sdk.js#xfbml=1&version=v2.0";connect.facebook.net;"/en_US/sdk.js";224;380;0
test;1438002405705;http;www.wtf.nl;"/";23;"text/javascript";"http://ad.360yield.com/adj?p=640743&w=336&h=280&tz=-120&click3rd=&U=prz6fgeuk&kw=mqx65qehh,mqx7bc2sw&optin=y";ad.360yield.com;"/adj";226;449;0
test;1438002405705;http;www.wtf.nl;"/";25;"image/jpeg";"http://bin.snmmd.nl/m/yodw75kpquus_wd640.jpg";bin.snmmd.nl;"/m/yodw75kpquus_wd640.jpg";227;381;0
test;1438002405705;http;www.wtf.nl;"/";26;"image/jpeg";"http://bin.snmmd.nl/m/bd8wcpgpkqej_sqr512.jpg";bin.snmmd.nl;"/m/bd8wcpgpkqej_sqr512.jpg";227;380;0
test;1438002405705;http;www.wtf.nl;"/";27;"image/jpeg";"http://bin.snmmd.nl/m/7jbwcvbpwfu0_sqr512.jpg";bin.snmmd.nl;"/m/7jbwcvbpwfu0_sqr512.jpg";227;383;0
test;1438002405705;http;www.wtf.nl;"/";28;"image/jpeg";"http://bin.snmmd.nl/m/geswdaapi69h_sqr512.jpg";bin.snmmd.nl;"/m/geswdaapi69h_sqr512.jpg";228;382;0
test;1438002405705;http;www.wtf.nl;"/";29;"image/jpeg";"http://bin.snmmd.nl/m/7wswyzmpjjqi_sqr512.jpg";bin.snmmd.nl;"/m/7wswyzmpjjqi_sqr512.jpg";228;384;0
test;1438002405705;http;www.wtf.nl;"/";30;"image/jpeg";"http://bin.snmmd.nl/m/y2mwjylpug17_sqr512.jpg";bin.snmmd.nl;"/m/y2mwjylpug17_sqr512.jpg";228;385;0
test;1438002405705;http;www.wtf.nl;"/";31;"image/jpeg";"http://bin.snmmd.nl/m/508w9w9pty5c_wd640.jpg";bin.snmmd.nl;"/m/508w9w9pty5c_wd640.jpg";229;456;0
test;1438002405705;http;www.wtf.nl;"/";32;"image/jpeg";"http://bin.snmmd.nl/m/rjuw2dlpdxgi_sqr512.jpg";bin.snmmd.nl;"/m/rjuw2dlpdxgi_sqr512.jpg";229;453;0
test;1438002405705;http;www.wtf.nl;"/";33;"image/jpeg";"http://bin.snmmd.nl/m/8chwpbcp99ij_sqr512.jpg";bin.snmmd.nl;"/m/8chwpbcp99ij_sqr512.jpg";229;448;0
test;1438002405705;http;www.wtf.nl;"/";34;"image/jpeg";"http://bin.snmmd.nl/m/wnhw8vipd0t4_wd640.jpg";bin.snmmd.nl;"/m/wnhw8vipd0t4_wd640.jpg";229;447;0
test;1438002405705;http;www.wtf.nl;"/";35;"image/jpeg";"http://bin.snmmd.nl/m/vjow20ypu5su_sqr512.jpg";bin.snmmd.nl;"/m/vjow20ypu5su_sqr512.jpg";230;447;0
test;1438002405705;http;www.wtf.nl;"/";36;"image/jpeg";"http://bin.snmmd.nl/m/gxcwrawpp6u8_sqr512.jpg";bin.snmmd.nl;"/m/gxcwrawpp6u8_sqr512.jpg";230;448;0
test;1438002405705;http;www.wtf.nl;"/";37;"image/jpeg";"http://bin.snmmd.nl/m/9zpwlabp7iv7_sqr512.jpg";bin.snmmd.nl;"/m/9zpwlabp7iv7_sqr512.jpg";230;502;0
test;1438002405705;http;www.wtf.nl;"/";38;"image/jpeg";"http://bin.snmmd.nl/m/hj4wd26p4y84_sqr512.jpg";bin.snmmd.nl;"/m/hj4wd26p4y84_sqr512.jpg";230;504;0
test;1438002405705;http;www.wtf.nl;"/";39;"image/jpeg";"http://bin.snmmd.nl/m/63awwuwp7jjt_sqr512.jpg";bin.snmmd.nl;"/m/63awwuwp7jjt_sqr512.jpg";230;505;0
test;1438002405705;http;www.wtf.nl;"/";40;"image/jpeg";"http://bin.snmmd.nl/m/kmhwjdvphsph_wd640.jpg";bin.snmmd.nl;"/m/kmhwjdvphsph_wd640.jpg";231;502;0
test;1438002405705;http;www.wtf.nl;"/";41;"image/jpeg";"http://bin.snmmd.nl/m/1plwgi7pstd5_sqr512.jpg";bin.snmmd.nl;"/m/1plwgi7pstd5_sqr512.jpg";231;503;0
test;1438002405705;http;www.wtf.nl;"/";42;"image/jpeg";"http://bin.snmmd.nl/m/s09ww4vpo3it_sqr512.jpg";bin.snmmd.nl;"/m/s09ww4vpo3it_sqr512.jpg";231;504;0
test;1438002405705;http;www.wtf.nl;"/";43;"image/jpeg";"http://bin.snmmd.nl/m/d9qwvpapmywt_wd640.jpg";bin.snmmd.nl;"/m/d9qwvpapmywt_wd640.jpg";231;535;0
test;1438002405705;http;www.wtf.nl;"/";44;"image/jpeg";"http://bin.snmmd.nl/m/8z0wr7lp40na_sqr512.jpg";bin.snmmd.nl;"/m/8z0wr7lp40na_sqr512.jpg";231;598;0
test;1438002405705;http;www.wtf.nl;"/";45;"image/jpeg";"http://bin.snmmd.nl/m/yodw75kpquus_wd320.jpg";bin.snmmd.nl;"/m/yodw75kpquus_wd320.jpg";232;598;0
test;1438002405705;http;www.wtf.nl;"/";46;"image/jpeg";"http://bin.snmmd.nl/m/bd8wcpgpkqej_wd320.jpg";bin.snmmd.nl;"/m/bd8wcpgpkqej_wd320.jpg";232;535;0
test;1438002405705;http;www.wtf.nl;"/";47;"image/jpeg";"http://bin.snmmd.nl/m/7jbwcvbpwfu0_wd320.jpg";bin.snmmd.nl;"/m/7jbwcvbpwfu0_wd320.jpg";232;536;0
test;1438002405705;http;www.wtf.nl;"/";48;"image/jpeg";"http://bin.snmmd.nl/m/geswdaapi69h_wd320.jpg";bin.snmmd.nl;"/m/geswdaapi69h_wd320.jpg";232;597;0
test;1438002405705;http;www.wtf.nl;"/";49;"image/jpeg";"http://bin.snmmd.nl/m/7wswyzmpjjqi_wd320.jpg";bin.snmmd.nl;"/m/7wswyzmpjjqi_wd320.jpg";232;597;0
test;1438002405705;http;www.wtf.nl;"/";50;"image/jpeg";"http://bin.snmmd.nl/m/y2mwjylpug17_wd320.jpg";bin.snmmd.nl;"/m/y2mwjylpug17_wd320.jpg";233;599;0
test;1438002405705;http;www.wtf.nl;"/";51;"image/jpeg";"http://bin.snmmd.nl/m/508w9w9pty5c_wd320.jpg";bin.snmmd.nl;"/m/508w9w9pty5c_wd320.jpg";233;599;0
test;1438002405705;http;www.wtf.nl;"/";52;"image/jpeg";"http://bin.snmmd.nl/m/rjuw2dlpdxgi_wd320.jpg";bin.snmmd.nl;"/m/rjuw2dlpdxgi_wd320.jpg";233;621;0
test;1438002405705;http;www.wtf.nl;"/";53;"image/jpeg";"http://bin.snmmd.nl/m/8chwpbcp99ij_wd320.jpg";bin.snmmd.nl;"/m/8chwpbcp99ij_wd320.jpg";233;693;0
test;1438002405705;http;www.wtf.nl;"/";54;"image/jpeg";"http://bin.snmmd.nl/m/wnhw8vipd0t4_wd320.jpg";bin.snmmd.nl;"/m/wnhw8vipd0t4_wd320.jpg";234;692;0
test;1438002405705;http;www.wtf.nl;"/";55;"image/jpeg";"http://bin.snmmd.nl/m/vjow20ypu5su_wd320.jpg";bin.snmmd.nl;"/m/vjow20ypu5su_wd320.jpg";234;621;0
test;1438002405705;http;www.wtf.nl;"/";56;"image/jpeg";"http://bin.snmmd.nl/m/gxcwrawpp6u8_wd320.jpg";bin.snmmd.nl;"/m/gxcwrawpp6u8_wd320.jpg";234;622;0
test;1438002405705;http;www.wtf.nl;"/";57;"image/jpeg";"http://bin.snmmd.nl/m/9zpwlabp7iv7_wd320.jpg";bin.snmmd.nl;"/m/9zpwlabp7iv7_wd320.jpg";234;692;0
test;1438002405705;http;www.wtf.nl;"/";58;"image/jpeg";"http://bin.snmmd.nl/m/hj4wd26p4y84_wd320.jpg";bin.snmmd.nl;"/m/hj4wd26p4y84_wd320.jpg";235;703;0
test;1438002405705;http;www.wtf.nl;"/";59;"image/jpeg";"http://bin.snmmd.nl/m/63awwuwp7jjt_wd320.jpg";bin.snmmd.nl;"/m/63awwuwp7jjt_wd320.jpg";235;692;0
test;1438002405705;http;www.wtf.nl;"/";60;"image/gif";"http://pubads.g.doubleclick.net/gampad/ad?iu=/4045/Blogads/102235004&sz=1x1&t=campaign%253D102235004_256511524&c=%25%25CACHEBUSTER%25%25";pubads.g.doubleclick.net;"/gampad/ad";235;458;0
test;1438002405705;http;www.wtf.nl;"/";62;"image/svg+xml";"http://www.wtf.nl/static/img/branding/payoff.svg";www.wtf.nl;"/static/img/branding/payoff.svg";236;454;0
test;1438002405705;http;www.wtf.nl;"/";63;"image/png";"http://www.wtf.nl/static/img/inputbg.png?1fbd14092970";www.wtf.nl;"/static/img/inputbg.png";236;454;0
test;1438002405705;http;www.wtf.nl;"/";64;"image/png";"http://www.wtf.nl/static/img/500x320.png";www.wtf.nl;"/static/img/500x320.png";236;454;0
test;1438002405705;http;www.wtf.nl;"/";65;"image/png";"http://www.wtf.nl/static/img/240x320.png";www.wtf.nl;"/static/img/240x320.png";237;457;0
test;1438002405705;http;www.wtf.nl;"/";66;"image/png";"http://www.wtf.nl/static/img/header-line.png?51dad5c1c43c";www.wtf.nl;"/static/img/header-line.png";237;458;0
test;1438002405705;http;www.wtf.nl;"/";67;"image/gif";"http://www.wtf.nl/static/img/banner-pattern.gif?be357f48befe";www.wtf.nl;"/static/img/banner-pattern.gif";237;458;0
test;1438002405705;http;www.wtf.nl;"/";68;"image/png";"http://www.wtf.nl/static/img/370x320.png";www.wtf.nl;"/static/img/370x320.png";237;501;0
test;1438002405705;http;www.wtf.nl;"/";69;"image/png";"http://www.wtf.nl/static/img/370x500.png";www.wtf.nl;"/static/img/370x500.png";238;503;0
test;1438002405705;http;www.wtf.nl;"/";70;"image/jpeg";"http://bin.snmmd.nl/m/kmhwjdvphsph_wd320.jpg";bin.snmmd.nl;"/m/kmhwjdvphsph_wd320.jpg";257;702;0
test;1438002405705;http;www.wtf.nl;"/";72;"application/json";"http://vrt.outbrain.com/?idsite=314&url=http%3A%2F%2Fwww.wtf.nl%2F&seen_url=http%3A%2F%2Fwww.wtf.nl%2F&t=WTF.nl%20-%20Blijf%20je%20verbazen&c=1438002406022Pys4BSY6ocl8tXxtNDL4sJcJktC86cPE&r=1438002406025&ypos=-1&zone=&debug=%7B%22frame%22:false,%22loadTime%22:4%7D&content_type=utf-8&tracking_event=tracking&transport=cors&v=39";vrt.outbrain.com;"/";323;703;0
test;1438002405705;http;www.wtf.nl;"/";73;"text/javascript";"http://vrp.outbrain.com/?transport=jsonp&idsite=314&url=http://www.wtf.nl/&content_type=utf-8&callback=_vrq.jsonp.callbackFn";vrp.outbrain.com;"/";323;703;0
test;1438002405705;http;www.wtf.nl;"/";74;"text/javascript";"http://partner.googleadservices.com/gpt/pubads_impl_68.js";partner.googleadservices.com;"/gpt/pubads_impl_68.js";372;534;0
test;1438002405705;http;www.wtf.nl;"/";75;"text/html";"http://tpc.googlesyndication.com/safeframe/1-0-2/html/container.html";tpc.googlesyndication.com;"/safeframe/1-0-2/html/container.html";374;533;0
test;1438002405705;http;www.wtf.nl;"/";76;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-medium-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-medium-webfont.ttf";375;0;500
test;1438002405705;http;www.wtf.nl;"/";77;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-normal-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-normal-webfont.ttf";376;0;500
test;1438002405705;http;www.wtf.nl;"/";78;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-demibold-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-demibold-webfont.ttf";376;0;501
test;1438002405705;http;www.wtf.nl;"/";79;"application/x-font-ttf";"http://www.wtf.nl/static/fonts/nunl_624f835f8cc3972260f75156f45d5406.ttf?518b90a7087c";www.wtf.nl;"/static/fonts/nunl_624f835f8cc3972260f75156f45d5406.ttf";376;502;0
test;1438002405705;http;www.wtf.nl;"/";80;"application/x-font-ttf";"http://www.wtf.nl/static/fonts/font-awesome/fontawesome-webfont.ttf?706450d7bba6";www.wtf.nl;"/static/fonts/font-awesome/fontawesome-webfont.ttf";377;597;0
test;1438002405705;http;www.wtf.nl;"/";81;"undefined";"http://www.wtf.nl/static/fonts/novecentowide-book-webfont.ttf";www.wtf.nl;"/static/fonts/novecentowide-book-webfont.ttf";378;0;594
test;1438002405705;http;www.wtf.nl;"/";82;"image/jpeg";"http://bin.snmmd.nl/m/1plwgi7pstd5_wd320.jpg";bin.snmmd.nl;"/m/1plwgi7pstd5_wd320.jpg";381;865;0
test;1438002405705;http;www.wtf.nl;"/";83;"image/jpeg";"http://bin.snmmd.nl/m/s09ww4vpo3it_wd320.jpg";bin.snmmd.nl;"/m/s09ww4vpo3it_wd320.jpg";382;866;0
test;1438002405705;http;www.wtf.nl;"/";84;"image/jpeg";"http://bin.snmmd.nl/m/d9qwvpapmywt_wd320.jpg";bin.snmmd.nl;"/m/d9qwvpapmywt_wd320.jpg";383;865;0
test;1438002405705;http;www.wtf.nl;"/";85;"image/jpeg";"http://bin.snmmd.nl/m/8z0wr7lp40na_wd320.jpg";bin.snmmd.nl;"/m/8z0wr7lp40na_wd320.jpg";384;866;0
test;1438002405705;http;www.wtf.nl;"/";86;"image/jpeg";"http://bin.snmmd.nl/m/bd8wcpgpkqej_sqr128.jpg";bin.snmmd.nl;"/m/bd8wcpgpkqej_sqr128.jpg";386;865;0
test;1438002405705;http;www.wtf.nl;"/";87;"image/jpeg";"http://bin.snmmd.nl/m/7jbwcvbpwfu0_sqr128.jpg";bin.snmmd.nl;"/m/7jbwcvbpwfu0_sqr128.jpg";386;866;0
test;1438002405705;http;www.wtf.nl;"/";88;"image/gif";"https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-28810221-1&cid=521864513.1438002406&jid=1765981113&_v=5.6.5&z=1206752658";stats.g.doubleclick.net;"/r/collect";433;704;0
test;1438002405705;http;www.wtf.nl;"/";89;"text/html";"http://static.ak.facebook.com/connect/xd_arbiter/X9pYjJn4xhW.js?version=41#channel=f2e3dc559&origin=http%3A%2F%2Fwww.wtf.nl";static.ak.facebook.com;"/connect/xd_arbiter/X9pYjJn4xhW.js";440;600;0
test;1438002405705;http;www.wtf.nl;"/";90;"text/html";"https://s-static.ak.facebook.com/connect/xd_arbiter/X9pYjJn4xhW.js?version=41#channel=f2e3dc559&origin=http%3A%2F%2Fwww.wtf.nl";s-static.ak.facebook.com;"/connect/xd_arbiter/X9pYjJn4xhW.js";440;704;0
test;1438002405705;http;www.wtf.nl;"/";91;"image/jpeg";"http://bin.snmmd.nl/m/geswdaapi69h_sqr128.jpg";bin.snmmd.nl;"/m/geswdaapi69h_sqr128.jpg";448;869;0
test;1438002405705;http;www.wtf.nl;"/";92;"image/jpeg";"http://bin.snmmd.nl/m/7wswyzmpjjqi_sqr128.jpg";bin.snmmd.nl;"/m/7wswyzmpjjqi_sqr128.jpg";448;869;0
test;1438002405705;http;www.wtf.nl;"/";93;"image/jpeg";"http://bin.snmmd.nl/m/y2mwjylpug17_sqr128.jpg";bin.snmmd.nl;"/m/y2mwjylpug17_sqr128.jpg";449;868;0
test;1438002405705;http;www.wtf.nl;"/";94;"image/jpeg";"http://creative.360yield.com/file/852/1x1.jpg";creative.360yield.com;"/file/852/1x1.jpg";450;703;0
test;1438002405705;http;www.wtf.nl;"/";95;"image/jpeg";"http://bin.snmmd.nl/m/508w9w9pty5c_sqr128.jpg";bin.snmmd.nl;"/m/508w9w9pty5c_sqr128.jpg";453;868;0
test;1438002405705;http;www.wtf.nl;"/";96;"image/jpeg";"http://bin.snmmd.nl/m/rjuw2dlpdxgi_sqr128.jpg";bin.snmmd.nl;"/m/rjuw2dlpdxgi_sqr128.jpg";454;868;0
test;1438002405705;http;www.wtf.nl;"/";97;"image/jpeg";"http://bin.snmmd.nl/m/8chwpbcp99ij_sqr128.jpg";bin.snmmd.nl;"/m/8chwpbcp99ij_sqr128.jpg";457;868;0
test;1438002405705;http;www.wtf.nl;"/";98;"image/jpeg";"https://s1.2mdn.net/viewad/4481032/1x1_Pixel.jpg";s1.2mdn.net;"/viewad/4481032/1x1_Pixel.jpg";458;869;0
test;1438002405705;http;www.wtf.nl;"/";99;"text/javascript";"http://ad.360yield.com/adj?p=526531&w=468&h=60&tz=-120&click3rd=&U=prz6fgeuk&kw=mqx65qehh,mqx7bc2sw&optin=y";ad.360yield.com;"/adj";465;700;0
test;1438002405705;http;www.wtf.nl;"/";100;"image/jpeg";"http://bin.snmmd.nl/m/wnhw8vipd0t4_sqr128.jpg";bin.snmmd.nl;"/m/wnhw8vipd0t4_sqr128.jpg";502;909;0
test;1438002405705;http;www.wtf.nl;"/";101;"image/jpeg";"http://bin.snmmd.nl/m/vjow20ypu5su_sqr128.jpg";bin.snmmd.nl;"/m/vjow20ypu5su_sqr128.jpg";503;909;0
test;1438002405705;http;www.wtf.nl;"/";102;"image/jpeg";"http://bin.snmmd.nl/m/gxcwrawpp6u8_sqr128.jpg";bin.snmmd.nl;"/m/gxcwrawpp6u8_sqr128.jpg";504;910;0
test;1438002405705;http;www.wtf.nl;"/";103;"image/jpeg";"http://bin.snmmd.nl/m/9zpwlabp7iv7_sqr128.jpg";bin.snmmd.nl;"/m/9zpwlabp7iv7_sqr128.jpg";504;910;0
test;1438002405705;http;www.wtf.nl;"/";104;"image/jpeg";"http://bin.snmmd.nl/m/hj4wd26p4y84_sqr128.jpg";bin.snmmd.nl;"/m/hj4wd26p4y84_sqr128.jpg";505;910;0
test;1438002405705;http;www.wtf.nl;"/";105;"image/jpeg";"http://bin.snmmd.nl/m/63awwuwp7jjt_sqr128.jpg";bin.snmmd.nl;"/m/63awwuwp7jjt_sqr128.jpg";532;910;0
test;1438002405705;http;www.wtf.nl;"/";106;"image/gif";"http://pagead2.googlesyndication.com/pagead/imgad?id=CICAgKDTg7-HdRABGAEyCNeTHVB9nz4Y";pagead2.googlesyndication.com;"/pagead/imgad";533;703;0
test;1438002405705;http;www.wtf.nl;"/";107;"image/jpeg";"http://bin.snmmd.nl/m/kmhwjdvphsph_sqr128.jpg";bin.snmmd.nl;"/m/kmhwjdvphsph_sqr128.jpg";535;989;0
test;1438002405705;http;www.wtf.nl;"/";108;"image/jpeg";"http://bin.snmmd.nl/m/1plwgi7pstd5_sqr128.jpg";bin.snmmd.nl;"/m/1plwgi7pstd5_sqr128.jpg";536;987;0
test;1438002405705;http;www.wtf.nl;"/";109;"image/svg+xml";"http://www.wtf.nl/static/fonts/novecentowide-medium-webfont.svg?09670516c0b0#NovecentowideMedium";www.wtf.nl;"/static/fonts/novecentowide-medium-webfont.svg";539;621;0
test;1438002405705;http;www.wtf.nl;"/";110;"image/svg+xml";"http://www.wtf.nl/static/fonts/novecentowide-normal-webfont.svg?5f0bfd0b08e2#NovecentowideNormal";www.wtf.nl;"/static/fonts/novecentowide-normal-webfont.svg";540;622;0
test;1438002405705;http;www.wtf.nl;"/";111;"image/svg+xml";"http://www.wtf.nl/static/fonts/novecentowide-demibold-webfont.svg?472ba2d6d0c4#NovecentowideDemiBold";www.wtf.nl;"/static/fonts/novecentowide-demibold-webfont.svg";540;692;0
test;1438002405705;http;www.wtf.nl;"/";112;"image/jpeg";"http://bin.snmmd.nl/m/s09ww4vpo3it_sqr128.jpg";bin.snmmd.nl;"/m/s09ww4vpo3it_sqr128.jpg";540;987;0
test;1438002405705;http;www.wtf.nl;"/";113;"text/javascript";"https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&correlator=1044010617536512&output=json_html&callback=callbackProxy&impl=fif&eid=108809080%2C108809047%2C108809050&sc=0&sfv=1-0-2&iu=%2F4442%2FP4442.WTF.nl%2Fhome&sz=468x60&scp=tt%3D1500%26gr%3D15%26rg%3D2%26nk%3D0%26mscom%3Dloralneder%252Cbiohormabe%252Cmeeticlexa%252Coetkerbv%252Cabnamro%252Ctrivagogmb%252Croyaan%252Cbrilmijgro%252Cunileverle%252Cblablacar%26mspro%3Dachtergeslotendeuren%252Cmasterchefnieuw-zeeland%26u%3Dprz6fgeuk%26ksgmnt%3Dmqx65qehh%252Cmqx7bc2sw%26VMspot%3D4346059_11376398&cookie_enabled=1&lmt=1437995206&dt=1438002406275&cc=1&frm=20&biw=640&bih=1136&oid=3&adx=86&ady=60&adk=2170647237&gut=v2&ifi=1&u_tz=120&u_his=1&u_h=1080&u_w=1920&u_ah=1080&u_aw=1920&u_cd=32&u_sd=1&flash=0&url=http%3A%2F%2Fwww.wtf.nl%2F&dssz=52&icsg=573440&vrg=68&vrp=68&ga_vid=1730329652.1438002406&ga_sid=1438002406&ga_hid=1260635729";securepubads.g.doubleclick.net;"/gampad/ads";580;990;0
test;1438002405705;http;www.wtf.nl;"/";114;"image/jpeg";"http://bin.snmmd.nl/m/d9qwvpapmywt_sqr128.jpg";bin.snmmd.nl;"/m/d9qwvpapmywt_sqr128.jpg";597;988;0
test;1438002405705;http;www.wtf.nl;"/";115;"image/jpeg";"http://bin.snmmd.nl/m/8z0wr7lp40na_sqr128.jpg";bin.snmmd.nl;"/m/8z0wr7lp40na_sqr128.jpg";597;988;0
test;1438002405705;http;www.wtf.nl;"/";116;"image/jpeg";"http://bin.snmmd.nl/m/6jew6zqpes22_std640.jpg/food-videos.jpg";bin.snmmd.nl;"/m/6jew6zqpes22_std640.jpg/food-videos.jpg";598;988;0
test;1438002405705;http;www.wtf.nl;"/";117;"image/jpeg";"http://bin.snmmd.nl/m/bo4wu2rpm5rw_std640.jpg/what-the-freak-36.jpg";bin.snmmd.nl;"/m/bo4wu2rpm5rw_std640.jpg/what-the-freak-36.jpg";599;1077;0
test;1438002405705;http;www.wtf.nl;"/";118;"image/jpeg";"http://bin.snmmd.nl/m/zt3w0bnpq03h_std640.jpg/wie-was-waar.jpg";bin.snmmd.nl;"/m/zt3w0bnpq03h_std640.jpg/wie-was-waar.jpg";599;1004;0
test;1438002405705;http;www.wtf.nl;"/";119;"image/jpeg";"http://bin.snmmd.nl/m/m1nwg7mp57tn_std640.jpg/wtfacts.jpg";bin.snmmd.nl;"/m/m1nwg7mp57tn_std640.jpg/wtfacts.jpg";600;1078;0
test;1438002405705;http;www.wtf.nl;"/";120;"image/jpeg";"http://bin.snmmd.nl/m/ey4woi9p2tjm_std640.jpg/download-de-app.jpg";bin.snmmd.nl;"/m/ey4woi9p2tjm_std640.jpg/download-de-app.jpg";621;1004;0
test;1438002405705;http;www.wtf.nl;"/";121;"image/jpeg";"http://bin.snmmd.nl/m/3gowkumpzj3q_std640.jpg/wtfnl-op-whatsapp.jpg";bin.snmmd.nl;"/m/3gowkumpzj3q_std640.jpg/wtfnl-op-whatsapp.jpg";622;1077;0
test;1438002405705;http;www.wtf.nl;"/";122;"image/jpeg";"http://bin.snmmd.nl/m/oiowenlpcjij_std640.jpg/lijstjes.jpg";bin.snmmd.nl;"/m/oiowenlpcjij_std640.jpg/lijstjes.jpg";622;1078;0
test;1438002405705;http;www.wtf.nl;"/";123;"image/svg+xml";"http://www.wtf.nl/static/fonts/novecentowide-book-webfont.svg?5310be354bb9#NovecentowideBook";www.wtf.nl;"/static/fonts/novecentowide-book-webfont.svg";625;865;0
test;1438002405705;http;www.wtf.nl;"/";128;"image/gif";"http://ads.creative-serving.com/id_match?publisher_user_id=ea9144dc-a575-4e83-9595-a22a924e91f8&publisher_dsp_id=79&publisher_call_type=redirect&publisher_redirecturl=http://ad.360yield.com/match";ads.creative-serving.com;"/id_match";701;990;0
